Year,Country code,Country,Population,Total Water Consumption(Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Water Scarcity Level,Number of dams,Reservoir_Capacity_TMC,Number_of_Industries,ISO_Code,Water_Use_Intensity,Sector_Balance,Infrastructure_per_Capita,Water_Consumption_lag1,Per_Capita_lag1,Water_Consumption_MA3,Population_Rainfall_Interaction,Agri_GW_Interaction
2004,704,Vietnam,80000000,74,94,88,9.4,10.8,1772,1.5,Low,780,31400,172000,VNM,9.25E-07,0.105617978,0.0003925,73,93,73,1.42E+11,132
2004,608,Philippines,86500000,64,146,79.1,7,12,2372,1.9,Moderate,1420,1050,70000,PHL,7.40E-07,0.087390762,1.21E-05,63,147,63,2.05E+11,150.29
2004,364,Iran,69200000,85,366,91.3,6.4,7.4,222,15,High,124,46,87000,IRN,1.23E-06,0.069339112,6.65E-07,84,372,84,15362400000,1369.5
2004,764,Thailand,61780000,44,443,82,7.8,7,1500,15,Low,18000,76000,136000,THA,7.12E-07,0.093975904,0.001230172,44,447,43.66666667,92670000000,1230
2004,860,Uzbekistan,26700000,57,1680,93.3,6,7,230,4,High,1400,28200,6000,UZB,2.13E-06,0.063626723,0.00105618,57.5,1702.9,57.5,6141000000,373.2
2004,792,Turkey,68300000,43.2,168,71,14.8,17.4,630,3.8,Moderate,1020,2860,150000,TUR,6.33E-07,0.205555556,4.19E-05,42.4,168.9,42.4,43029000000,269.8
2004,604,Peru,27220000,22.8,240,83.9,5.4,8.83,1640,1.2,Moderate,8900,567,110000,PER,8.38E-07,0.06360424,2.08E-05,22.6,244.3,22.6,44640800000,100.68
2004,368,Iraq,28500000,70,470,89.2,3.8,5.8,180,3.4,High,235,3520,19000,IRQ,2.46E-06,0.042128603,0.000123509,70.7,482.9,70.7,5130000000,303.28
2005,356,India,704799000,608.75,1810.48,51.53,28.49,23.52,1663.06,2.08,Low,3890,1861.25,11200,IND,8.64E-07,0.542356749,2.64E-06,589.75,2063.68,589.8333333,1.17E+12,107.1824
2005,156,China,1280000000,776,1629.66,72,28.49,11.484,629.286,5.435,High,21250,750,261000,CHN,6.06E-07,0.390273973,5.86E-07,754,1598.06,754,8.05E+11,391.32
2005,840,USA,294000000,504,1655,53,27,13.29,765,23.55,Moderate,81855,482.5,487143,USA,1.71E-06,0.5,1.64E-06,508,1690,508,2.25E+11,1248.15
2005,76,Brazil,173000000,58.5,930.2,63,15.5,13,2096.9,11,Low,2571,371.4,267143,BRA,3.38E-07,0.2421875,2.15E-06,57.6,922.7,57.6,3.63E+11,693
2005,643,Russia,146285714,93.4,1976,28.3,32.2,13.7,476.9,4.8,High,3386,917,111855,RUS,6.38E-07,1.098976109,6.27E-06,95,1984.8,95,69763657007,135.84
2005,484,Mexico,101257143,78.5,317.1,79,8,11,707.1,2.5,Moderate,4643,8500,400000,MEX,7.75E-07,0.1,8.39E-05,78.4,320,78.4,71598925815,197.5
2005,36,Australia,235714,15.43,192.1,2.29,46.4,57.1,966.9,5,Low,4800,1590,400000,AUS,6.55E-05,14.10334347,0.006745434,15.5,193.5,15.5,227911866.6,11.45
2005,826,England,51900000,15.5,850,2.71,17.4,57.1,966.9,0.6,Low,4714,1821,235714,GBR,2.99E-07,4.690026954,3.51E-05,15.57,855.3,15.56666667,50182110000,1.626
2005,250,France,61285714,35.7,160,12.9,16,17.5,804.3,26.4,Moderate,598,8014,218571,FRA,5.83E-07,1.151079137,0.000130765,36,161,36,49292099770,340.56
2005,124,Canada,32200000,40.5,564.5,10.5,75,10.5,552,0,Low,12143,64286,52857,CAN,1.26E-06,6.52173913,0.00199646,40.8,570.2,40.8,17774400000,0
2005,392,Japan,123285714,82.6,317.1,63.9,25.5,17.2,1725,0,Low,2886,17643,371429,JPN,6.70E-07,0.392912173,0.000143107,83,320,83,2.13E+11,0
2005,32,Argentina,38600000,35,507.1,72.9,9.5,11.5,561,2,Low,115,2314,72857,ARG,9.07E-07,0.128552097,5.99E-05,34.8,510,34.8,21654600000,145.8
2005,704,Vietnam,81000000,75,95,87.7,9.5,11,1770,1.6,Low,800,32429,183214,VNM,9.26E-07,0.107102593,0.000400358,74,94,74,1.43E+11,140.32
2005,608,Philippines,88257143,65,145,78.6,7.1,12.1,2370,2,Moderate,1471,1064,72857,PHL,7.36E-07,0.08919598,1.21E-05,64,146,64,2.09E+11,157.2
2005,364,Iran,70142857,86,360,91.2,6.5,7.5,220,15.7,High,130,47,88571,IRN,1.23E-06,0.070498915,6.70E-07,85,366,85,15431428540,1431.84
2005,764,Thailand,62185714,45,439,81.4,8,7.1,1493,15.7,Low,18571,76429,141429,THA,7.24E-07,0.097087379,0.001229044,44,443,44.33333333,92843271002,1277.98
2005,860,Uzbekistan,27142857,56.5,1657.1,92.9,5.9,7.1,228.6,4.1,High,1429,28214,6286,UZB,2.08E-06,0.062832801,0.001039463,57,1680,57,6204857110,380.89
2005,792,Turkey,69142857,44,167.1,70.7,15,17.5,627.1,4,Moderate,1057,2943,154286,TUR,6.36E-07,0.209205021,4.26E-05,43.2,168,43.2,43359485625,282.8
2005,604,Peru,27585714,23,235.7,83.7,5.5,8.89,1635.7,1.29,Moderate,9429,570,114286,PER,8.34E-07,0.064935065,2.07E-05,22.8,240,22.8,45121952390,107.973
2005,368,Iraq,29314286,69.3,457.1,89,3.71,5.86,177.1,3.57,High,243,3471,18571,IRQ,2.36E-06,0.041222222,0.000118406,70,470,70,5191560051,317.73
2006,356,India,694090000,628,2383.55,52.89,24.8,19.37,1877.77,3.24,Moderate,4000,1908,11360,IND,9.05E-07,0.460196697,2.75E-06,608.75,1810.48,608.8333333,1.30E+12,171.3636
2006,156,China,1290000000,799,1661.88,71.2,24.8,12.079,628.571,5.664,Moderate,21400,770,270000,CHN,6.19E-07,0.343490305,5.97E-07,776,1629.66,776.3333333,8.11E+11,403.2768
2006,840,USA,297000000,500,1620,52.2,25.8,13.376,760,23.12,Moderate,82312,484,494286,USA,1.68E-06,0.484962406,1.63E-06,504,1655,504,2.26E+11,1206.864
2006,76,Brazil,174600000,59.4,937.9,63.2,15.2,13.2,2090,11.6,Low,2643,372.9,276286,BRA,3.40E-07,0.236760125,2.14E-06,58.5,930.2,58.5,3.65E+11,733.12
2006,643,Russia,146171429,91.9,1967.6,27.8,31.4,14,478,4.6,High,3391,922,116312,RUS,6.29E-07,1.090277778,6.31E-06,93.4,1976,93.43333333,69869943062,127.88
2006,484,Mexico,102594286,78.6,314.3,78.8,8.2,11.2,704.3,2.6,Moderate,4686,8600,410000,MEX,7.66E-07,0.102756892,8.38E-05,78.5,317.1,78.5,72257155630,204.88
2006,36,Australia,237429,15.36,190.7,2.37,45.9,57.3,971,5.2,Low,4820,1592,410000,AUS,6.47E-05,13.62017804,0.006705134,15.43,192.1,15.43,230543559,12.324
2006,826,England,52160000,15.43,844.8,2.83,16.9,57.3,971,0.62,Low,4729,1823,237429,GBR,2.96E-07,4.412532637,3.50E-05,15.5,850,15.5,50647360000,1.7546
2006,250,France,61491429,35.4,159,12.7,15.6,17.6,806.6,26.9,Moderate,602,8029,219143,FRA,5.76E-07,1.138686131,0.000130571,35.7,160,35.7,49598986631,341.63
2006,124,Canada,32500000,40.2,558.8,10.4,74.7,10.6,553,0,Low,12286,64571,51714,CAN,1.24E-06,6.552631579,0.0019868,40.5,564.5,40.5,17972500000,0
2006,392,Japan,123271429,82.1,314.3,63.7,25,17.2,1727,0,Low,2891,17686,364857,JPN,6.66E-07,0.386398764,0.000143472,82.6,317.1,82.56666667,2.13E+11,0
2006,32,Argentina,39000000,35.2,504.3,72.7,9.6,11.6,559,2.1,Low,116,2329,73714,ARG,9.03E-07,0.130257802,5.97E-05,35,507.1,35,21801000000,152.67
2006,704,Vietnam,82000000,76,96,87.4,9.6,11.2,1768,1.7,Low,820,33457,194429,VNM,9.27E-07,0.108597285,0.000408012,75,95,75,1.45E+11,148.58
2006,608,Philippines,90014286,66,144,78.1,7.3,12.3,2368,2.1,Moderate,1523,1079,75714,PHL,7.33E-07,0.092288243,1.20E-05,65,145,65,2.13E+11,164.01
2006,364,Iran,71085714,87,354,91.2,6.6,7.6,218,16.4,High,136,49,90143,IRN,1.22E-06,0.071583514,6.89E-07,86,360,86,15496685652,1495.68
2006,764,Thailand,62591429,46,435,80.9,8.2,7.3,1486,16.4,Low,19143,76857,146857,THA,7.35E-07,0.1001221,0.001227916,45,439,45,93010863494,1326.76
2006,860,Uzbekistan,27585714,56,1634.3,92.6,5.7,7.3,227.1,4.3,High,1457,28229,6571,UZB,2.03E-06,0.060897436,0.001023319,56.5,1657.1,56.5,6264715649,398.18
2006,792,Turkey,69985714,44.8,166.3,70.4,15.2,17.6,624.3,4.2,Moderate,1094,3026,158571,TUR,6.40E-07,0.212885154,4.32E-05,44,167.1,44,43692081250,295.68
2006,604,Peru,27951429,23.2,231.4,83.6,5.6,8.95,1631.4,1.37,High,9957,573,118571,PER,8.30E-07,0.066193853,2.05E-05,23,235.7,23,45599961271,114.532
2006,368,Iraq,30128571,68.6,444.3,88.8,3.63,5.91,174.3,3.74,High,250,3423,18143,IRQ,2.28E-06,0.040423163,0.000113613,69.3,457.1,69.3,5251409925,332.112
2007,356,India,778877000,647.5,1512.69,40.76,32.84,25.37,1676.65,1.79,Low,4110,1955.5,11520,IND,8.31E-07,0.786398467,2.51E-06,628,2383.55,628.0833333,1.31E+12,72.9604
2007,156,China,1300000000,823,1694.73,70.4,32.84,12.699,627.857,5.893,Moderate,21550,790,279000,CHN,6.33E-07,0.459943978,6.08E-07,799,1661.88,799.3333333,8.16E+11,414.8672
2007,840,USA,300000000,496,1585,51.4,24.6,13.462,755,22.69,Moderate,82769,485.5,501429,USA,1.65E-06,0.469465649,1.62E-06,500,1620,500,2.27E+11,1166.266
2007,76,Brazil,176200000,60.3,945.7,63.4,14.9,13.4,2083.1,12.2,Low,2714,374.3,285429,BRA,3.42E-07,0.23136646,2.12E-06,59.4,937.9,59.4,3.67E+11,773.48
2007,643,Russia,146057143,90.3,1959.7,27.4,30.5,14.2,479.1,4.5,High,3397,926,120769,RUS,6.18E-07,1.073943662,6.34E-06,91.9,1967.6,91.86666667,69975977211,123.3
2007,484,Mexico,103931429,78.7,311.4,78.6,8.4,11.4,701.4,2.7,Moderate,4729,8700,420000,MEX,7.57E-07,0.105527638,8.37E-05,78.6,314.3,78.6,72897504301,212.22
2007,36,Australia,239143,15.29,189.3,2.46,45.3,57.4,975.1,5.4,Low,4840,1594,420000,AUS,6.39E-05,13.09248555,0.00666544,15.36,190.7,15.36,233188339.3,13.284
2007,826,England,52420000,15.37,839.7,2.94,16.4,57.4,975.1,0.64,Low,4743,1824,239143,GBR,2.93E-07,4.162436548,3.48E-05,15.43,844.8,15.43333333,51114742000,1.8816
2007,250,France,61697143,35.1,158,12.6,15.2,17.7,808.9,27.3,Moderate,605,8043,219714,FRA,5.69E-07,1.117647059,0.000130363,35.4,159,35.4,49906818973,343.98
2007,124,Canada,32800000,39.9,553.1,10.3,74.3,10.7,554,0,Low,12429,64857,50571,CAN,1.22E-06,6.575221239,0.001977348,40.2,558.8,40.2,18171200000,0
2007,392,Japan,123257143,81.7,311.4,63.6,24.5,17.1,1729,0,Low,2897,17729,358286,JPN,6.63E-07,0.379256966,0.000143838,82.1,314.3,82.13333333,2.13E+11,0
2007,32,Argentina,39400000,35.4,501.4,72.6,9.7,11.7,557,2.2,Moderate,117,2343,74571,ARG,8.98E-07,0.131793478,5.95E-05,35.2,504.3,35.2,21945800000,159.72
2007,704,Vietnam,83000000,77,97,87.1,9.7,11.4,1766,1.8,Moderate,840,34486,205643,VNM,9.28E-07,0.110102157,0.000415494,76,96,76,1.47E+11,156.78
2007,608,Philippines,91771429,67,143,77.6,7.4,12.4,2366,2.2,Moderate,1574,1093,78571,PHL,7.30E-07,0.094147583,1.19E-05,66,144,66,2.17E+11,170.72
2007,364,Iran,72028571,88,348,91.1,6.7,7.7,216,17.1,High,142,50,91714,IRN,1.22E-06,0.072747014,6.94E-07,87,354,87,15558171336,1557.81
2007,764,Thailand,62997143,46,431,80.3,8.4,7.4,1479,17.1,Low,19714,77286,152286,THA,7.30E-07,0.103321033,0.001226818,46,435,45.66666667,93172774497,1373.13
2007,860,Uzbekistan,28028571,55.5,1611.4,92.3,5.6,7.4,225.7,4.4,High,1486,28243,6857,UZB,1.98E-06,0.060021436,0.00100765,56,1634.3,56,6326048475,406.12
2007,792,Turkey,70828571,45.6,165.4,70.1,15.4,17.7,621.4,4.4,Moderate,1131,3109,162857,TUR,6.44E-07,0.216596343,4.39E-05,44.8,166.3,44.8,44012874019,308.44
2007,604,Peru,28317143,23.4,227.1,83.4,5.7,9.01,1627.1,1.46,High,10486,576,122857,PER,8.26E-07,0.067535545,2.03E-05,23.2,231.4,23.2,46074823375,121.764
2007,368,Iraq,30942857,67.9,431.4,88.6,3.54,5.97,171.4,3.91,High,258,3374,17714,IRQ,2.19E-06,0.039508929,0.00010904,68.6,444.3,68.6,5303605690,346.426
2008,356,India,769993000,667.25,2211.73,46.1,35.65,19.91,2011.23,3.02,Low,4220,2003.75,11680,IND,8.67E-07,0.756900212,2.60E-06,647.5,1512.69,647.5833333,1.55E+12,139.222
2008,156,China,1310000000,847,1728.23,69.6,35.65,13.344,627.143,6.122,Low,21700,810,288000,CHN,6.47E-07,0.504957507,6.18E-07,823,1694.73,823,8.22E+11,426.0912
2008,840,USA,303000000,492,1550,50.6,23.4,13.548,750,22.26,Moderate,83226,487,508571,USA,1.62E-06,0.453488372,1.61E-06,496,1585,496,2.27E+11,1126.356
2008,76,Brazil,177800000,61.2,953.7,63.6,14.6,13.6,2076.3,12.8,Low,2786,375.7,294571,BRA,3.44E-07,0.226006192,2.11E-06,60.3,945.7,60.3,3.69E+11,814.08
2008,643,Russia,145942857,88.7,1952.2,26.9,29.7,14.5,480.3,4.3,High,3403,931,125226,RUS,6.08E-07,1.064516129,6.38E-06,90.3,1959.7,90.3,70096354217,115.67
2008,484,Mexico,105268571,78.8,308.6,78.4,8.6,11.6,698.6,2.8,Moderate,4771,8800,430000,MEX,7.49E-07,0.108312343,8.36E-05,78.7,311.4,78.7,73540623701,219.52
2008,36,Australia,240857,15.21,187.9,2.54,44.7,57.6,979.3,5.6,Low,4860,1596,430000,AUS,6.31E-05,12.62711864,0.006626311,15.29,189.3,15.28666667,235871260.1,14.224
2008,826,England,52680000,15.3,834.7,3.06,15.9,57.6,979.3,0.66,Low,4757,1826,240857,GBR,2.90E-07,3.916256158,3.47E-05,15.37,839.7,15.36666667,51589524000,2.0196
2008,250,France,61902857,34.9,157,12.4,14.8,17.8,811.1,27.7,Moderate,608,8057,220286,FRA,5.64E-07,1.104477612,0.000130156,35.1,158,35.13333333,50209407313,343.48
2008,124,Canada,33100000,39.6,547.4,10.2,74,10.8,555,0,Low,12571,65143,49429,CAN,1.20E-06,6.607142857,0.001968066,39.9,553.1,39.9,18370500000,0
2008,392,Japan,123242857,81.3,308.6,63.4,24,17.1,1731,0,Low,2903,17771,351714,JPN,6.60E-07,0.372670807,0.000144195,81.7,311.4,81.7,2.13E+11,0
2008,32,Argentina,39800000,35.6,498.6,72.4,9.8,11.8,555,2.3,Moderate,118,2357,75429,ARG,8.94E-07,0.133514986,5.92E-05,35.4,501.4,35.4,22089000000,166.52
2008,704,Vietnam,84000000,78,98,86.9,9.8,11.6,1764,1.9,Moderate,860,35514,216857,VNM,9.29E-07,0.11149033,0.000422786,77,97,77,1.48E+11,165.11
2008,608,Philippines,93528571,68,142,77.1,7.6,12.6,2364,2.3,Moderate,1626,1107,81429,PHL,7.27E-07,0.09731114,1.18E-05,67,143,67,2.21E+11,177.33
2008,364,Iran,72971429,89,342,91.1,6.8,7.8,214,17.9,High,148,52,93286,IRN,1.22E-06,0.07383279,7.13E-07,88,348,88,15615885806,1630.69
2008,764,Thailand,63402857,47,427,79.7,8.6,7.6,1471,17.9,Low,20286,77714,157714,THA,7.41E-07,0.106567534,0.001225718,46,431,46.33333333,93265602647,1426.63
2008,860,Uzbekistan,28471429,55,1588.6,91.9,5.4,7.6,224.3,4.6,High,1514,28257,7143,UZB,1.93E-06,0.058127018,0.000992469,55.5,1611.4,55.5,6386141525,422.74
2008,792,Turkey,71671429,46.4,164.6,69.9,15.6,17.8,618.6,4.6,Moderate,1169,3191,167143,TUR,6.47E-07,0.220028209,4.45E-05,45.6,165.4,45.6,44335945979,321.54
2008,604,Peru,28682857,23.6,222.9,83.3,5.8,9.07,1622.9,1.54,High,11014,579,127143,PER,8.23E-07,0.068801898,2.02E-05,23.4,227.1,23.4,46549408625,128.282
2008,368,Iraq,31757143,67.1,418.6,88.4,3.46,6.03,168.6,4.09,High,265,3326,17286,IRQ,2.11E-06,0.038702461,0.000104732,67.9,431.4,67.86666667,5354254310,361.556
2009,356,India,820607000,687.25,1867.48,43.69,26.6,25.58,1710.03,2.35,Moderate,4330,2052.75,11840,IND,8.37E-07,0.595211457,2.50E-06,667.25,2211.73,667.3333333,1.40E+12,102.6715
2009,156,China,1320000000,872,1762.39,68.8,26.6,14.016,626.429,6.351,Moderate,21850,830,297000,CHN,6.61E-07,0.381088825,6.29E-07,847,1728.23,847.3333333,8.27E+11,436.9488
2009,840,USA,306000000,488,1515,49.8,22.2,13.634,745,21.83,Moderate,83683,488.5,515714,USA,1.59E-06,0.437007874,1.60E-06,492,1550,492,2.28E+11,1087.134
2009,76,Brazil,179400000,62.1,961.8,63.8,14.3,13.8,2069.4,13.4,Low,2857,377.1,303714,BRA,3.46E-07,0.220679012,2.10E-06,61.2,953.7,61.2,3.71E+11,854.92
2009,643,Russia,145828571,87.1,1945.2,26.5,28.8,14.7,481.4,4.2,High,3409,935,129683,RUS,5.97E-07,1.047272727,6.41E-06,88.7,1952.2,88.7,70201874079,111.3
2009,484,Mexico,106605714,78.9,305.7,78.2,8.8,11.8,695.7,2.9,Moderate,4814,8900,440000,MEX,7.40E-07,0.111111111,8.35E-05,78.8,308.6,78.8,74165595230,226.78
2009,36,Australia,242571,15.14,186.5,2.63,44.1,57.7,983.4,5.8,Low,4880,1598,440000,AUS,6.24E-05,12.14876033,0.006587735,15.21,187.9,15.21333333,238544321.4,15.254
2009,826,England,52940000,15.23,829.8,3.17,15.4,57.7,983.4,0.68,Low,4771,1827,242571,GBR,2.88E-07,3.693045564,3.45E-05,15.3,834.7,15.3,52061196000,2.1556
2009,250,France,62108571,34.6,156,12.3,14.4,17.9,813.4,28.1,Moderate,611,8071,220857,FRA,5.57E-07,1.082706767,0.00012995,34.9,157,34.86666667,50519111651,345.63
2009,124,Canada,33400000,39.3,541.7,10.1,73.7,10.9,556,0,Low,12714,65429,48286,CAN,1.18E-06,6.63963964,0.001958952,39.6,547.4,39.6,18570400000,0
2009,392,Japan,123228571,80.9,305.7,63.3,23.5,17,1733,0,Low,2909,17814,345143,JPN,6.57E-07,0.365474339,0.000144561,81.3,308.6,81.3,2.14E+11,0
2009,32,Argentina,40200000,35.8,495.7,72.3,9.9,11.9,553,2.4,Moderate,119,2371,76286,ARG,8.91E-07,0.135061392,5.90E-05,35.6,498.6,35.6,22230600000,173.52
2009,704,Vietnam,85000000,79,99,86.6,9.9,11.8,1762,2,Moderate,880,36543,228071,VNM,9.29E-07,0.113013699,0.000429918,78,98,78,1.50E+11,173.2
2009,608,Philippines,95285714,69,141,76.6,7.7,12.7,2362,2.4,Moderate,1677,1121,84286,PHL,7.24E-07,0.099226804,1.18E-05,68,142,68,2.25E+11,183.84
2009,364,Iran,73914286,90,336,91,6.9,7.9,212,18.6,High,154,53,94857,IRN,1.22E-06,0.075,7.17E-07,89,342,89,15669828632,1692.6
2009,764,Thailand,63808571,48,423,79.1,8.8,7.7,1464,18.6,Low,20857,78143,163143,THA,7.52E-07,0.109862672,0.001224647,47,427,47,93415747944,1471.26
2009,860,Uzbekistan,28914286,54.5,1565.7,91.6,5.3,7.7,222.9,4.7,High,1543,28271,7429,UZB,1.88E-06,0.057235421,0.000977752,55,1588.6,55,6444994349,430.52
2009,792,Turkey,72514286,47.2,163.7,69.6,15.8,17.9,615.7,4.8,Moderate,1206,3274,171429,TUR,6.51E-07,0.223796034,4.51E-05,46.4,164.6,46.4,44647045890,334.08
2009,604,Peru,29048571,23.8,218.6,83.1,5.9,9.13,1618.6,1.63,High,11543,582,131429,PER,8.19E-07,0.070154578,2.00E-05,23.6,222.9,23.6,47018017021,135.453
2009,368,Iraq,32571429,66.4,405.7,88.2,3.37,6.09,165.7,4.26,High,273,3277,16857,IRQ,2.04E-06,0.037780269,0.00010061,67.1,418.6,67.13333333,5397085785,375.732
2010,356,India,810850000,707.5,1779.63,52.29,23.45,23.13,1320.16,1.72,Low,4440,2102.5,12000,IND,8.73E-07,0.440045037,2.59E-06,687.25,1867.48,687.3333333,1.07E+12,89.9388
2010,156,China,1330000000,898,1797.23,68,23.45,14.717,625.714,6.58,Moderate,22000,850,306000,CHN,6.75E-07,0.339855072,6.39E-07,872,1762.39,872.3333333,8.32E+11,447.44
2010,840,USA,309000000,484,1480,49,21,13.72,740,21.4,Moderate,84140,490,522857,USA,1.57E-06,0.42,1.59E-06,488,1515,488,2.29E+11,1048.6
2010,76,Brazil,181000000,63,970.1,64,14,14,2062.5,14,Low,2929,378.6,312857,BRA,3.48E-07,0.215384615,2.09E-06,62.1,961.8,62.1,3.73E+11,896
2010,643,Russia,145714286,85.6,1938.6,26,28,15,482.5,4,Moderate,3414,940,134140,RUS,5.87E-07,1.037037037,6.45E-06,87.1,1945.2,87.13333333,70307142995,104
2010,484,Mexico,107942857,79,302.9,78,9,12,692.9,3,Moderate,4857,9000,450000,MEX,7.32E-07,0.113924051,8.34E-05,78.9,305.7,78.9,74793605615,234
2010,36,Australia,244286,15.07,185.1,2.71,43.6,57.9,987.5,6,Low,4900,1600,450000,AUS,6.17E-05,11.75202156,0.006549673,15.14,186.5,15.14,241232425,16.26
2010,826,England,53200000,15.17,825,3.29,14.9,57.9,987.5,0.7,Low,4786,1829,244286,GBR,2.85E-07,3.473193473,3.44E-05,15.23,829.8,15.23333333,52535000000,2.303
2010,250,France,62314286,34.3,155,12.1,14,18,815.7,28.6,Moderate,615,8086,221429,FRA,5.50E-07,1.06870229,0.000129762,34.6,156,34.6,50829763090,346.06
2010,124,Canada,33700000,39,536,10,73.3,11,557,0,Low,12857,65714,47143,CAN,1.16E-06,6.663636364,0.00194997,39.3,541.7,39.3,18770900000,0
2010,392,Japan,123214286,80.4,302.9,63.1,23,17,1735,0,Low,2914,17857,338571,JPN,6.53E-07,0.358814353,0.000144926,80.9,305.7,80.86666667,2.14E+11,0
2010,32,Argentina,40600000,36,492.9,72.1,10,12,551,2.5,Moderate,120,2386,77143,ARG,8.87E-07,0.136798906,5.88E-05,35.8,495.7,35.8,22370600000,180.25
2010,704,Vietnam,86000000,80,100,86.3,10,12,1760,2.1,Moderate,900,37571,239286,VNM,9.30E-07,0.114547537,0.000436872,79,99,79,1.51E+11,181.23
2010,608,Philippines,97042857,70,140,76.1,7.9,12.9,2360,2.5,Moderate,1729,1136,87143,PHL,7.21E-07,0.102464332,1.17E-05,69,141,69,2.29E+11,190.25
2010,364,Iran,74857143,91,330,91,7,8,210,19.3,High,160,55,96429,IRN,1.22E-06,0.076086957,7.35E-07,90,336,90,15720000030,1756.3
2010,764,Thailand,64214286,48,419,78.6,9,7.9,1457,19.3,Moderate,21429,78571,168571,THA,7.47E-07,0.113065327,0.001223575,48,423,47.66666667,93560214702,1516.98
2010,860,Uzbekistan,29357143,54,1542.9,91.3,5.1,7.9,221.4,4.9,High,1571,28286,7714,UZB,1.84E-06,0.055254605,0.000963513,54.5,1565.7,54.5,6499671460,447.37
2010,792,Turkey,73357143,48,162.9,69.3,16,18,612.9,5,Moderate,1243,3357,175714,TUR,6.54E-07,0.227596017,4.58E-05,47.2,163.7,47.2,44960592945,346.5
2010,604,Peru,29414286,24,214.3,83,6,9.19,1614.3,1.71,High,12071,585,135714,PER,8.16E-07,0.071428571,1.99E-05,23.8,218.6,23.8,47483481890,141.93
2010,368,Iraq,33385714,65.7,392.9,88,3.29,6.14,162.9,4.43,High,280,3229,16429,IRQ,1.97E-06,0.036966292,9.67E-05,66.4,405.7,66.4,5438532811,389.84
2011,356,India,870400000,728,2198.76,65.79,30.24,28.43,1213.16,3,Moderate,4550,2153,12160,IND,8.36E-07,0.45276239,2.47E-06,707.5,1779.63,707.5833333,1.06E+12,197.37
2011,156,China,1340000000,925,1832.77,67.2,30.24,15.447,625,6.809,Moderate,22150,870,315000,CHN,6.90E-07,0.44340176,6.49E-07,898,1797.23,898.3333333,8.38E+11,457.5648
2011,840,USA,312000000,480,1445,48.2,19.8,13.806,735,20.97,Moderate,84597,488,530000,USA,1.54E-06,0.402439024,1.56E-06,484,1480,484,2.29E+11,1010.754
2011,76,Brazil,182600000,63.9,978.5,64.2,13.7,14.2,2055.6,14.6,Low,3000,380,322000,BRA,3.50E-07,0.210122699,2.08E-06,63,970.1,63,3.75E+11,937.32
2011,643,Russia,145600000,84,1932.4,25.6,27.1,15.2,483.6,3.9,Moderate,3420,944,138597,RUS,5.77E-07,1.018796992,6.48E-06,85.6,1938.6,85.56666667,70412160000,99.84
2011,484,Mexico,109280000,79.1,300,77.8,9.2,12.2,690,3.1,Moderate,4900,9100,460000,MEX,7.24E-07,0.116751269,8.33E-05,79,302.9,79,75403200000,241.18
2011,36,Australia,246000,15,183.8,2.8,43,58,991.6,6.2,Low,4920,1602,460000,AUS,6.10E-05,11.31578947,0.006512169,15.07,185.1,15.07,243933600,17.36
2011,826,England,53460000,15.1,820.3,3.4,14.4,58,991.6,0.72,Low,4800,1830,246000,GBR,2.82E-07,3.272727273,3.42E-05,15.17,825,15.16666667,53010936000,2.448
2011,250,France,62520000,34,154,12,13.6,18.1,818,29,Moderate,618,8100,222000,FRA,5.44E-07,1.046153846,0.000129559,34.3,155,34.3,51141360000,348
2011,124,Canada,34000000,38.7,530.3,9.9,73,11.1,558,0,Low,13000,66000,46000,CAN,1.14E-06,6.697247706,0.001941176,39,536,39,18972000000,0
2011,392,Japan,123200000,80,300,63,22.5,16.9,1737,0,Low,2920,17900,332000,JPN,6.49E-07,0.3515625,0.000145292,80.4,302.9,80.43333333,2.14E+11,0
2011,32,Argentina,41000000,36.2,490,72,10.1,12.1,549,2.6,Moderate,121,2400,78000,ARG,8.83E-07,0.138356164,5.85E-05,36,492.9,36,22509000000,187.2
2011,704,Vietnam,87000000,81,101,86,10.1,12.2,1758,2.2,Moderate,920,38600,250500,VNM,9.31E-07,0.116091954,0.000443678,80,100,80,1.53E+11,189.2
2011,608,Philippines,98800000,71,139,75.6,8,13,2358,2.6,Moderate,1780,1150,90000,PHL,7.19E-07,0.104438642,1.16E-05,70,140,70,2.33E+11,196.56
2011,364,Iran,75800000,92,324,90.9,7.1,8.1,208,20,High,166,56,98000,IRN,1.21E-06,0.077257889,7.39E-07,91,330,91,15766400000,1818
2011,764,Thailand,64620000,49,415,78,9.2,8,1450,20,Moderate,22000,79000,174000,THA,7.58E-07,0.116455696,0.001222532,48,419,48.33333333,93699000000,1560
2011,860,Uzbekistan,29800000,53.5,1520,90.9,5,8,220,5,High,1600,28300,8000,UZB,1.80E-06,0.054406964,0.000949664,54,1542.9,54,6556000000,454.5
2011,792,Turkey,74200000,48.8,162,69,16.2,18.1,610,5.2,Moderate,1280,3440,180000,TUR,6.58E-07,0.231428571,4.64E-05,48,162.9,48,45262000000,358.8
2011,604,Peru,29780000,24.2,210,82.8,6.1,9.25,1610,1.8,High,12600,588,140000,PER,8.13E-07,0.072792363,1.97E-05,24,214.3,24,47945800000,149.04
